Date,"Event Name","Event Region","Event Type",Division,"Match Type","Match Number","Red 1","Red 2","Red 3","Blue 1","Blue 2","Blue 3","Red 1; No Show (1) Disqualified (2)","Red 2; No Show (1) Disqualified (2)","Red 3; No Show (1) Disqualified (2)","Blue 1; No Show (1) Disqualified (2)","Blue 2; No Show (1) Disqualified (2)","Blue 3; No Show (1) Disqualified (2)","Red 1 Surrogate","Red 2 Surrogate","Red 3 Surrogate","Blue 1 Surrogate","Blue 2 Surrogate","Blue 3 Surrogate","Match Saved","Red Autonomous Period; Robot 1 Placement","Red Autonomous Period, Robot 2 Placement","Red Autonomous Period, Rescue Beacons","Red Autonomous Period, Climbers in Shelter","Red Driver Controlled; Robot 1 Placement","Red Driver Controlled; Robot 2 Placement","Red Driver Controlled; Floor Goal","Red Driver Controlled; High Goal","Red Driver Controlled; Low Goal","Red Driver Controlled; Mid Goal","Red Driver Controlled; Climbers in Shelter","Red Driver Controlled; Zip Line","Red End Game; All Clear Signal","Red End Game; Robot on Pull Up Bar","Red Minor Penalty Incurred","Red Major Penalty Incurred","Red Minor Penalty Awarded","Red Major Penalty Awarded","Blue Autonomous Period; Robot 1 Placement","Blue Autonomous Period, Robot 2 Placement","Blue Autonomous Period, Rescue Beacons","Blue Autonomous Period, Climbers in Shelter","Blue Driver Controlled; Robot 1 Placement","Blue Driver Controlled; Robot 2 Placement","Blue Driver Controlled; Floor Goal","Blue Driver Controlled; High Goal","Blue Driver Controlled; Low Goal","Blue Driver Controlled; Mid Goal","Blue Driver Controlled; Climbers in Shelter","Blue Driver Controlled; Zip Line","Blue End Game; All Clear Signal","Blue End Game; Robot on Pull Up Bar","Blue Minor Penalty Incurred","Blue Major Penalty Incurred","Blue Minor Penalty Awarded","Blue Major Penalty Awarded",
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,56,4250,3888,0,5070,8814,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,3,7,0,0,10,2,3,0,0,0,0,0,0,0,2,0,0,5,0,0,0,2,0,1,0,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,57,8001,3846,0,4997,7826,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,6,0,1,0,1,0,2,0,0,0,0,0,1,0,0,4,4,4,12,3,4,2,3,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,58,6299,8477,0,8913,7477,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,4,9,0,0,1,2,1,2,0,0,0,0,0,2,0,2,0,4,7,9,0,6,2,2,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,59,8811,127,0,4717,9547,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,5,0,4,0,0,3,2,2,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,60,9460,5494,0,8946,8565,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,6,6,12,0,4,0,0,2,0,0,0,0,0,0,0,2,1,2,6,4,6,11,0,0,4,1,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,61,9778,8651,0,7153,7172,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,24,0,0,4,0,1,0,1,0,0,0,0,0,2,1,2,0,4,2,8,0,5,2,3,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,62,4444,5940,0,5991,5795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,4,3,1,1,0,0,0,0,0,1,0,0,3,6,9,0,9,1,0,3,1,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,63,9015,9048,0,9868,3486,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,16,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,5,2,6,4,0,2,1,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,64,3846,8814,0,8477,127,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,4,6,8,1,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,1,2,2,1,2,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,65,4717,8565,0,6299,6448,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,3,14,9,0,5,0,2,0,1,0,0,0,0,1,0,0,0,0,5,2,11,0,0,2,1,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,66,8913,10165,0,8946,8651,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,8,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,4,2,2,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,67,5940,8811,0,7826,4444,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,4,11,0,1,5,2,2,0,0,0,0,0,0,2,0,0,0,0,3,10,0,0,0,2,2,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,68,5991,9460,0,6209,5070,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,5,13,0,7,6,0,0,0,0,0,0,0,0,0,0,0,2,0,4,8,0,2,0,4,3,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,69,9015,8001,0,9778,9547,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,13,0,4,0,3,3,0,1,0,0,0,0,0,0,0,0,0,3,8,0,0,0,2,1,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,70,9048,5494,0,5795,3888,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,18,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,6,3,5,0,0,5,0,2,1,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,71,7242,7172,0,7477,9868,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,3,6,2,12,0,5,2,3,0,0,0,0,0,0,1,0,1,2,4,0,3,10,1,5,2,2,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,72,4250,7153,0,3486,4997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,17,0,0,7,4,2,0,0,0,0,0,0,0,1,0,2,0,4,3,12,1,7,2,2,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,73,8814,6299,0,5940,9460,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,11,0,0,5,2,3,0,1,0,0,0,0,3,1,0,2,0,4,4,0,2,0,4,3,1,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,74,6448,4444,0,8001,8477,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,6,27,0,0,0,4,0,1,0,0,0,0,0,1,5,0,0,6,0,4,0,0,0,4,2,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,75,8913,3888,0,9778,127,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,5,3,9,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,76,9547,9868,0,8565,7826,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,30,0,7,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,7,0,0,0,2,2,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,77,8811,9048,0,4250,7172,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,5,1,12,0,11,2,2,0,0,0,1,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,78,8946,6209,0,7153,5795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,0,0,0,2,3,0,2,0,0,0,0,0,1,0,0,0,0,10,0,0,5,2,2,2,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,79,5991,5494,0,8651,3846,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,8,0,8,2,0,2,0,0,0,0,0,0,0,1,0,0,0,4,0,6,4,0,2,0,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,80,10165,7477,0,4997,9015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,6,4,11,11,0,8,2,2,0,0,0,0,0,0,0,0,0,2,4,5,1,10,3,9,4,2,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,1,81,3486,7242,0,4717,5070,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,9,0,0,0,1,0,1,1,0,0,0,2,0,0,0,0,4,4,0,5,2,4,1,1,1,0,0,1,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,3,11,7172,4997,5795,10165,3846,7242,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,0,0,4,4,1,11,4,6,0,3,0,0,0,0,0,0,1,2,0,0,0,6,2,0,0,0,2,2,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,3,21,4444,6299,4717,3486,7477,7826,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,2,0,0,7,8,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,4,2,9,0,0,0,0,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,3,12,7172,4997,5795,10165,3846,7242,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,0,7,10,6,6,0,1,0,0,0,0,0,0,0,1,0,2,3,5,1,0,4,5,2,2,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,3,22,4444,6299,4717,3486,7477,7826,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4,15,5,0,0,2,1,1,1,0,0,0,0,0,3,0,1,0,0,3,6,0,0,1,2,0,2,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,3,23,4444,6299,4717,3486,7477,7826,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,3,11,5,0,0,2,2,0,1,0,0,0,0,1,0,1,2,4,3,7,10,4,5,2,1,0,0,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,4,1,7172,4997,5795,3486,7477,7826,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,2,5,3,7,7,2,13,3,3,0,0,0,0,0,0,0,1,0,0,4,0,0,8,0,11,2,2,0,1,0,0,0,0,
3/11/2016,FTC South Super Regional - Bluford,South,Super Regional Championship,1,4,2,7172,4997,5795,3486,7477,7826,1,0,0,1,0,0,0,0,0,0,0,0,1,3,2,0,4,3,0,4,9,3,5,4,3,1,1,0,0,0,0,1,2,0,0,4,0,4,9,0,0,0,0,0,1,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,1,7138,3537,0,10432,7023,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,6,4,0,7,2,3,0,2,0,0,0,0,3,0,1,2,0,5,15,0,1,0,4,1,2,1,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,2,9043,9087,0,8620,5126,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,3,5,0,2,0,3,0,0,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,3,10807,5452,0,9968,7123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,3,0,0,0,4,2,0,1,0,0,0,0,0,1,0,0,5,0,11,0,0,0,2,2,0,0,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,4,6022,10255,0,8962,4106,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,7,0,9,0,2,0,1,0,0,5,0,0,0,0,0,5,5,5,7,0,1,0,2,0,0,5,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,5,6079,8393,0,7261,8189,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4,0,10,0,0,4,2,3,0,1,0,0,0,0,2,0,0,2,0,0,20,0,0,0,4,3,1,2,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,6,10211,3740,0,5237,7655,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,6,5,1,0,0,4,0,0,0,0,0,0,0,0,0,0,2,4,4,4,14,1,1,2,0,0,0,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,7,10091,7209,0,5391,6377,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,2,0,6,2,3,6,2,2,2,0,1,0,0,0,0,0,1,0,2,0,4,12,0,5,1,4,3,1,1,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,8,10686,7351,0,6121,6705,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,3,5,0,0,2,4,1,0,0,0,0,0,0,1,0,0,0,0,4,4,4,2,5,0,3,0,0,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,9,3665,9345,0,5340,5985,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,0,0,0,2,0,3,0,1,0,0,0,0,0,1,0,0,6,3,6,0,0,0,2,1,0,0,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,10,6022,7123,0,8393,7138,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5,0,5,3,0,12,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,4,0,2,2,2,0,1,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,11,10807,7023,0,5126,10255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,6,0,9,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,3,11,3,0,4,2,0,0,0,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,12,3537,6377,0,4106,9043,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,9,3,0,4,3,2,0,2,0,0,0,0,0,0,0,2,0,5,6,8,0,0,2,0,0,0,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,13,6705,10211,0,5452,10432,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,9,0,4,2,3,0,0,0,1,0,0,0,2,0,0,0,0,4,0,3,0,2,3,0,2,0,0,0,1,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,14,5237,8962,0,5985,8189,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,8,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,7,2,2,1,1,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,15,7261,3665,0,5391,7351,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,4,0,0,0,2,0,0,1,0,0,0,0,1,0,1,2,0,4,4,0,4,0,4,3,1,1,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,16,5340,6121,0,7209,3740,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,4,6,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,5,0,10,2,8,0,0,2,1,1,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,17,10686,9968,0,9087,9345,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,14,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,1,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,18,10091,7655,0,8620,6079,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,3,6,3,8,0,1,2,0,0,0,0,0,0,0,0,1,0,0,5,0,7,3,1,0,0,3,0,1,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,19,10432,8962,0,8393,7123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,7,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,3,3,4,0,0,4,2,3,0,0,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,20,5985,10807,0,6022,9043,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,3,3,0,0,5,3,2,0,0,0,0,0,0,1,0,0,0,0,0,5,8,2,4,0,1,0,1,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,21,7023,7351,0,5237,7209,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,4,8,0,0,8,2,1,0,0,2,0,0,0,0,0,0,0,4,6,7,0,1,2,4,2,0,0,0,0,2,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,22,8189,5126,0,10211,6121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,3,15,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,9,0,0,2,2,1,0,1,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,23,10255,3665,0,9345,3537,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,0,3,8,3,4,0,3,0,1,0,0,0,0,1,0,0,0,0,0,4,4,0,4,2,3,0,1,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,24,7655,10686,0,7138,4106,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,6,0,1,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,6,2,10,0,5,0,2,0,0,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,25,9968,8620,0,6377,5340,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,6,7,4,2,0,2,2,1,1,0,0,0,0,0,1,0,2,0,4,17,0,0,4,4,3,1,1,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,26,7261,5452,0,10091,9087,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,3,0,3,0,0,0,2,2,0,1,0,0,0,0,2,0,0,2,3,3,2,0,0,0,3,0,0,0,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,27,6079,3740,0,6705,5391,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,6,6,0,0,0,4,2,1,1,0,0,0,0,0,1,0,2,4,5,5,6,0,0,4,3,0,0,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,28,5126,9345,0,7351,8393,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,5,0,1,0,2,1,0,1,0,0,0,0,3,0,0,0,4,0,3,0,0,11,2,2,0,0,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,29,8189,7655,0,10432,3665,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,15,10,5,0,3,3,1,1,0,0,0,0,2,0,0,0,0,0,3,0,5,2,2,3,0,2,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,30,5985,7023,0,7123,10686,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,5,0,5,0,0,5,0,2,1,1,0,0,0,0,0,1,1,0,0,5,2,0,0,0,3,2,0,0,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,31,8620,7261,0,6022,5237,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,5,6,1,4,0,2,2,3,0,0,0,0,0,0,1,0,0,0,0,4,1,5,0,8,2,3,0,1,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,32,9043,7209,0,6705,7138,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,6,1,0,0,4,2,1,0,0,0,0,0,0,1,2,0,2,4,0,1,5,0,4,4,3,1,0,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,33,9968,10091,0,10255,6121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,15,0,0,0,4,3,0,1,0,0,0,0,3,0,0,0,0,0,24,0,0,0,2,1,0,0,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,34,9087,5391,0,3537,10807,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,0,0,5,0,0,0,4,3,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,1,0,1,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,35,6079,10211,0,4106,5340,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,5,7,0,1,0,3,3,0,1,0,0,0,0,3,0,0,0,6,0,3,9,0,0,1,0,0,0,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,36,3740,6377,0,8962,5452,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,32,0,0,0,2,2,1,1,2,0,0,0,0,1,0,0,0,6,6,0,0,0,0,3,0,0,0,0,2,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,37,3665,10686,0,10432,7209,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,4,0,0,3,2,3,0,1,0,0,0,0,1,0,0,0,0,6,8,3,6,0,2,3,0,1,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,38,5237,9043,0,10091,8393,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,6,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,5,13,0,0,5,0,2,0,0,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,39,9968,7655,0,5985,5126,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6,11,13,0,0,4,3,1,1,0,0,0,0,2,0,0,0,5,4,1,3,0,5,1,2,0,0,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,40,7123,6705,0,10255,9087,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0,4,1,0,3,3,1,0,0,0,0,0,0,3,1,0,0,4,0,1,6,0,6,2,2,0,1,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,41,6121,8962,0,6079,7138,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,4,3,1,1,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,42,8620,10211,0,3537,3740,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,5,0,4,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,10,5,0,4,2,0,0,0,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,43,7261,9345,0,10807,6377,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,4,0,0,0,2,2,0,1,0,0,0,0,0,1,0,2,0,0,8,0,0,2,2,2,0,1,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,44,6022,7351,0,5452,5340,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,6,4,11,2,10,11,2,2,0,0,0,0,0,0,0,1,0,0,6,3,5,0,0,0,2,0,0,0,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,45,8189,4106,0,7023,5391,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,19,3,0,0,2,2,1,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,2,3,1,1,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,46,10255,5237,0,10686,6079,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,8,4,0,12,2,1,0,0,0,0,0,0,0,1,0,0,5,0,7,3,0,0,4,3,0,1,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,47,5126,7209,0,3537,7123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,6,7,4,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,2,3,0,1,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,48,6377,8393,0,3665,10211,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,4,17,2,0,4,2,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,3,4,3,1,2,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,49,7138,5985,0,7351,10091,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,5,0,1,0,8,0,2,0,0,0,0,0,0,0,0,0,0,3,0,8,0,4,8,4,2,0,1,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,50,3740,4106,0,10807,7261,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,5,0,11,4,0,0,2,2,1,1,0,0,0,0,0,0,0,0,4,4,4,0,0,0,3,1,0,0,0,0,0,0,
3/19/2016,FTC North Super Regional - Ryerson,North,Super Regional Championship,2,1,51,7023,5452,0,9345,8620,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,10,0,0,0,3,2,0,1,0,0,0,0,0,4,0,0,5,6,1,4,0,3,0,3,0,0,0,0,0,0,
